TQ,DPQ,C,OU,DI,DFT,DFO,RD
4,3,2,0,2,0,1,0
0,2,1,2,21,0,9,20
2,3,0,1,1,1,0,1
2,3,2,1,8,3,0,4
0,3,2,1,20,0,3,18
0,0,2,2,45,9,11,34
0,3,0,4,5,1,1,3
1,3,0,4,1,0,0,0
4,2,2,4,11,13,1,1
2,2,1,2,19,8,1,10
1,1,2,4,19,5,11,13
3,0,1,1,35,5,6,28
1,3,3,3,11,0,5,9
0,2,0,1,1,1,2,2
2,4,0,0,3,0,3,3
1,2,2,0,22,8,1,14
4,4,4,0,21,17,0,4
1,1,0,1,10,5,0,5
4,3,3,4,17,16,0,1
4,4,0,1,3,3,2,1
1,4,2,0,12,3,1,9
4,2,4,3,29,22,4,6
4,4,4,0,14,14,0,0
4,1,1,1,17,15,2,1
1,0,4,1,72,20,10,51
0,4,0,1,4,0,1,5
1,4,4,4,25,8,9,16
4,0,1,1,37,25,3,11
0,1,0,0,5,0,2,5
2,0,2,4,39,15,17,23
0,4,4,3,20,2,8,17
0,0,0,1,20,1,4,16
0,1,3,3,25,2,10,23
3,4,0,1,1,0,3,1
3,2,0,2,2,1,2,0
1,3,4,0,21,3,4,17
1,3,1,3,7,1,1,6
3,3,0,3,5,2,2,4
3,1,3,2,33,12,9,20
3,4,1,3,3,1,3,2
2,1,4,4,52,8,35,44
0,4,4,2,16,4,4,12
4,0,4,2,76,64,5,12
4,3,4,1,3,1,2,1
0,1,1,1,23,2,3,20
0,3,4,1,3,0,1,1
2,3,0,1,5,0,4,5
2,2,1,4,20,13,4,6
3,2,3,2,25,15,3,9
1,2,2,0,20,6,3,13
4,0,3,3,48,35,8,12
4,1,1,0,10,6,1,4
3,0,4,0,65,28,4,38
2,4,1,4,2,1,2,1
2,1,0,0,6,2,1,3
0,3,0,2,1,1,2,1
4,1,4,1,44,37,0,7
4,4,2,1,6,4,3,2
2,2,2,2,18,4,3,14
4,1,1,4,10,0,8,10
4,0,1,2,33,19,5,15
2,3,2,1,10,4,2,5
3,4,3,1,26,5,5,21
1,0,2,4,51,13,30,37
1,4,4,1,31,7,4,23
2,2,4,3,37,7,15,28
3,4,4,4,23,9,13,15
4,2,1,4,10,6,7,3
1,0,0,0,12,3,2,9
1,3,4,4,12,3,5,9
3,2,4,4,36,8,22,28
3,3,3,4,6,3,1,3
1,4,3,4,18,2,15,15
2,0,4,2,79,13,23,66
0,3,3,2,22,0,5,19
4,3,0,3,0,1,5,2
4,2,0,1,3,1,1,2
0,1,3,1,42,13,6,28
2,4,2,3,11,4,4,5
1,0,4,2,66,13,16,51
4,3,3,0,14,20,0,1
4,2,3,3,8,10,2,1
3,4,0,3,0,0,1,1
4,1,4,2,28,20,6,8
0,0,0,0,22,4,5,17
2,4,0,1,4,1,4,0
4,3,3,0,15,23,2,0
2,2,1,1,18,6,0,11
0,0,0,4,16,3,11,13
1,0,3,3,73,13,25,60
1,2,1,1,6,0,0,7
1,3,1,2,6,1,1,4
4,2,4,0,39,33,2,6
4,4,3,2,5,4,1,2
2,0,2,1,47,16,6,32
0,3,1,2,5,0,2,4
4,2,2,2,9,7,1,0
3,0,3,0,81,30,15,52
4,2,2,1,19,21,1,1
3,1,0,1,2,1,2,2
4,0,3,4,45,39,7,7
4,4,0,0,2,1,3,2
1,3,4,1,14,4,1,10
3,2,4,1,30,16,3,12
3,1,2,0,11,0,3,12
2,3,4,3,11,4,5,7
1,1,4,2,13,0,5,13
3,1,4,3,33,8,9,26
4,0,4,0,68,61,1,6
3,4,1,0,10,7,3,2
1,3,4,4,15,5,7,11
3,2,3,0,41,14,3,26
3,0,3,0,52,14,8,36
3,4,4,1,28,17,2,10
1,2,3,2,26,4,9,21
0,4,4,4,25,1,21,25
3,2,3,3,4,0,1,5
0,2,2,4,7,1,3,6
4,1,0,4,11,2,7,9
1,3,0,4,6,1,1,3
0,0,3,0,47,7,8,42
2,1,0,2,13,3,3,8
2,2,4,4,0,1,2,0
0,1,1,1,8,0,1,7
4,4,3,0,20,20,0,2
1,2,4,3,28,7,8,20
4,1,4,2,40,25,3,14
4,1,4,3,36,29,3,6
1,4,1,4,6,2,2,4
1,1,1,1,33,5,0,26
0,4,2,0,7,1,2,5
1,3,3,1,19,8,4,10
2,0,4,1,69,26,7,42
1,1,1,0,9,0,4,9
2,2,3,3,34,10,15,25
4,2,0,2,7,5,1,0
3,2,0,3,12,5,3,6
3,2,1,4,14,3,7,10
1,4,0,0,3,1,2,3
2,3,3,0,25,9,0,13
2,4,3,1,4,1,2,6
3,3,1,2,9,3,1,6
4,1,0,4,12,3,10,10
0,0,4,0,81,19,10,61
0,0,2,4,50,13,27,35
3,2,0,1,3,1,1,1
4,0,0,3,14,9,4,4
0,4,4,4,19,3,13,16
3,4,3,4,17,11,1,6
0,2,3,1,9,0,5,7
2,0,0,0,4,1,1,1
1,1,2,3,44,2,21,41
0,0,4,2,88,15,21,71
2,4,0,1,1,0,2,0
1,2,1,4,8,3,10,7
3,2,1,0,15,10,3,6
1,0,1,4,18,2,11,15
3,3,3,4,9,3,2,5
1,0,4,4,78,11,53,66
2,2,3,1,27,13,0,13
2,4,0,3,0,0,2,1
3,0,2,1,34,22,3,11
4,2,2,1,30,23,2,5
0,4,2,4,0,1,2,2
4,2,1,0,3,2,0,0
1,1,1,1,0,1,0,0
2,3,1,2,2,1,3,0
3,3,3,0,1,0,1,1
1,1,1,1,13,3,3,9
3,3,2,4,16,9,4,6
4,2,0,4,5,3,2,1
0,2,2,2,14,3,2,10
2,0,2,2,48,13,7,33
0,2,3,3,25,5,8,19
1,3,2,1,13,5,0,7
2,0,3,4,65,16,41,48
4,4,4,4,24,20,1,2
3,1,4,3,42,22,7,19
2,2,3,3,4,0,0,3
4,0,2,2,41,28,0,13
1,0,4,2,71,18,16,52
4,2,3,1,22,17,0,7
0,0,2,3,35,2,13,31
4,2,2,0,12,3,3,9
0,1,1,3,9,0,1,8
3,1,4,0,44,23,6,20
3,3,4,3,16,14,5,1
4,0,4,2,75,54,7,20
3,4,3,1,8,5,1,1
0,2,1,0,12,3,4,8
0,3,2,1,20,3,6,17
0,2,2,2,11,1,5,11
4,0,4,1,74,57,6,16
3,1,0,2,13,3,4,10
1,2,1,0,22,3,3,18
2,3,3,4,16,6,9,10
0,3,2,2,11,1,0,10
4,4,3,2,1,0,0,0
4,4,2,0,8,4,0,2
2,4,0,0,0,1,1,2
0,3,1,3,3,1,0,2
2,4,4,1,9,3,1,6
0,2,2,0,26,1,3,24
4,2,1,2,25,19,4,4
0,0,0,3,15,3,4,11
4,4,2,2,4,2,5,2
4,0,0,2,21,26,0,0
2,4,0,4,3,1,1,1
3,1,2,0,8,0,0,9
2,1,3,1,36,11,6,26
4,0,3,4,59,51,8,8
4,2,3,0,25,26,4,2
2,2,2,2,29,8,8,21
4,4,3,2,6,10,0,2
3,4,1,0,8,3,0,5
2,2,3,1,24,11,5,14
3,3,2,1,20,10,3,10
1,1,0,2,12,4,2,5
3,4,4,3,32,19,7,13
3,2,3,3,27,11,4,16
3,2,4,0,32,3,3,27
4,3,0,1,3,4,3,1
1,0,0,2,24,5,4,19
1,2,2,3,20,8,3,12
1,3,2,0,7,1,1,6
2,3,2,4,4,2,2,0
4,4,3,0,25,21,1,2
4,0,3,1,47,43,3,4
0,4,1,4,3,1,1,2
2,4,4,0,3,1,2,1
3,0,3,4,55,16,33,38
2,4,0,0,2,0,0,2
0,1,1,1,15,0,3,15
3,1,3,1,46,16,7,27
4,4,2,4,11,6,4,5
2,4,0,4,4,1,3,3
2,2,1,2,12,2,3,10
4,4,1,4,10,9,0,2
2,0,1,3,19,4,9,15
4,0,0,0,4,6,1,1
2,0,3,3,55,16,16,38
1,3,4,2,20,2,4,15
1,0,4,1,74,16,13,59
2,1,1,2,26,5,5,21
1,1,4,4,44,9,26,36
4,1,4,2,16,4,3,13
0,4,1,4,9,2,4,5
1,3,4,3,19,0,6,17
3,1,0,4,12,3,6,10
0,2,0,2,6,1,0,6
2,4,4,0,11,6,3,4
3,3,1,2,10,3,3,7
0,1,2,4,16,2,12,13
1,4,0,1,3,1,2,1
1,0,0,1,16,5,3,8
4,3,3,3,14,13,1,1
2,4,3,1,8,2,2,7
2,1,4,2,22,5,4,18
3,2,2,3,18,2,7,18
4,1,4,1,42,31,1,10
2,2,1,4,5,2,0,2
4,0,0,1,12,7,0,3
2,2,4,4,36,13,15,21
2,1,2,1,14,9,2,4
0,4,3,2,11,3,1,8
0,3,2,4,10,3,4,5
2,3,2,4,6,2,0,3
4,2,4,0,8,11,0,1
0,4,1,3,8,1,3,6
2,1,4,4,27,11,13,16
4,3,3,1,37,35,1,3
4,2,4,1,32,31,3,1
0,3,3,0,8,2,3,6
0,0,2,2,35,5,12,31
0,4,4,2,3,0,1,3
1,4,0,3,4,0,2,4
4,2,2,2,17,16,0,1
0,3,2,1,0,0,1,2
3,3,4,0,16,6,4,8
0,3,3,2,22,5,4,16
2,1,0,4,2,1,1,1
1,2,3,3,23,3,7,19
0,4,0,1,4,0,2,3
1,0,1,4,31,5,23,27
0,1,4,2,40,7,13,33
0,2,0,1,7,2,3,4
1,3,0,4,4,1,1,1
1,2,3,3,22,6,8,17
3,3,2,2,21,3,3,17
0,3,0,0,2,0,3,2
3,3,3,0,4,2,3,1
1,3,3,3,16,2,6,14
3,0,2,1,55,25,4,32
0,1,2,0,31,5,4,25
2,3,4,0,0,0,0,2
0,4,1,2,0,1,1,2
0,4,4,4,13,2,8,11
3,1,2,3,21,10,6,10
1,1,1,2,22,4,7,16
0,4,3,1,9,1,2,8
0,0,4,0,77,10,15,66
4,3,4,3,6,6,1,0
1,2,3,3,12,1,4,10
3,3,2,1,9,6,2,3
3,2,2,0,13,4,1,8
0,1,3,1,17,4,2,12
4,4,4,2,4,1,1,4
0,2,2,3,15,0,6,15
4,3,1,2,5,6,1,1
4,1,1,0,9,7,0,0
1,4,4,0,6,1,2,5
4,4,0,3,3,1,1,3
0,3,0,3,3,0,3,4
3,0,2,2,45,19,6,25
2,3,2,0,8,2,0,6
2,3,4,0,18,11,3,7
4,3,3,4,20,16,1,4
2,4,1,0,13,2,4,11
2,4,3,2,21,4,0,17
1,0,2,4,54,11,35,42
2,2,0,3,8,4,5,4
2,4,2,0,10,2,1,6
2,0,0,0,1,1,0,0
0,4,0,3,3,2,0,0
1,2,2,2,12,2,4,10
4,4,3,4,21,19,1,2
0,0,2,1,63,19,7,43
4,4,0,4,2,2,2,1
4,3,2,4,5,6,1,0
2,4,1,0,6,2,0,4
1,4,4,1,7,2,2,5
3,1,3,2,36,18,8,19
1,2,1,1,13,3,7,10
2,2,4,3,22,9,8,14
1,3,2,3,1,1,2,0
4,3,3,1,13,16,0,0
1,2,2,0,9,2,0,7
2,4,2,4,14,5,6,9
1,4,1,3,2,1,0,0
0,2,2,0,19,4,4,15
4,2,2,0,11,5,2,5
3,3,2,2,7,4,2,0
3,0,2,3,61,28,13,32
0,2,0,4,0,1,1,1
1,4,2,3,12,2,5,9
4,0,2,1,43,27,5,16
2,0,3,1,61,24,8,36
3,1,1,0,0,1,3,1
0,0,3,0,81,17,12,61
0,3,1,1,15,2,4,13
1,0,3,1,63,8,11,53
1,2,2,2,14,4,0,7
2,3,0,4,1,0,2,1
4,1,4,2,31,21,3,10
1,0,0,2,13,3,2,10
4,4,0,4,5,5,3,0
1,2,3,0,18,0,3,16
0,1,3,3,50,10,20,40
2,2,3,3,25,3,11,22
1,3,2,3,15,2,7,12
1,2,4,1,11,1,4,10
0,2,4,2,29,11,4,16
3,0,3,2,62,26,12,37
1,3,3,1,16,5,2,11
0,2,4,4,22,4,13,16
0,1,3,3,18,1,9,17
2,1,4,0,39,9,4,28
1,2,1,2,2,0,0,3
1,2,2,1,20,7,2,13
0,3,4,1,16,3,5,12
1,3,0,1,2,1,2,1
3,2,1,4,13,6,5,5
2,1,1,3,21,7,6,13
4,4,0,0,1,0,2,1
3,1,4,2,41,19,6,22
1,3,4,3,5,1,1,6
2,4,0,1,4,0,0,4
0,1,0,0,11,3,3,9
0,1,2,3,36,3,16,30
1,3,4,3,28,4,11,24
4,1,4,0,55,47,1,6
2,0,0,1,17,0,3,16
2,2,4,2,27,5,8,23
3,4,1,3,8,2,4,6
0,3,1,4,6,1,1,4
0,2,3,2,25,2,7,21
4,1,4,0,41,43,1,1
2,4,1,3,5,1,3,3
2,1,4,2,28,16,5,11
1,0,0,0,19,2,2,17
0,2,3,0,13,4,5,8
4,0,2,1,44,37,0,5
1,4,2,1,2,1,2,2
1,3,4,1,2,0,1,1
0,3,3,3,19,2,5,14
2,1,0,3,5,2,1,2
0,4,2,1,5,1,1,3
3,4,3,0,2,1,0,0
4,0,1,0,11,12,1,1
2,2,0,4,4,0,1,3
1,0,1,1,27,11,7,15
3,3,3,2,23,11,3,12
1,3,0,4,4,1,1,4
3,1,1,1,15,11,0,4
2,2,0,1,5,1,1,5
3,3,3,0,29,14,4,15
2,3,0,2,1,0,0,1
2,3,2,0,14,4,0,10
1,2,0,4,3,1,4,1
3,0,4,4,72,27,36,44
0,2,4,4,38,8,23,28
4,2,2,2,16,9,2,7
1,2,1,3,13,1,4,11
4,4,3,3,18,18,1,0
1,4,2,4,11,3,7,7
4,4,4,3,17,18,0,1
4,2,3,1,32,24,1,8
4,0,0,1,5,3,0,1
1,4,2,1,6,2,0,4
3,4,4,2,14,5,0,8
4,3,3,2,4,4,1,1
1,2,4,2,32,4,10,28
1,1,1,3,15,3,3,14
3,4,3,2,10,2,2,8
1,4,1,2,5,1,3,3
2,4,1,2,9,4,0,5
1,4,1,1,7,1,1,5
2,2,1,1,3,0,0,2
4,2,1,1,6,8,3,0
3,1,4,2,44,19,8,24
4,3,2,1,23,22,1,1
4,1,1,3,8,2,3,6
4,3,4,0,9,11,4,0
0,1,2,1,7,1,2,6
1,4,4,1,19,2,3,16
0,4,4,3,18,1,9,16
0,1,3,4,16,4,7,10
3,4,4,4,21,10,7,11
0,4,3,2,3,0,1,2
4,0,2,3,34,25,7,8
4,2,3,1,30,32,1,0
4,3,2,1,10,7,2,2
4,0,3,4,53,43,4,9
1,0,4,4,75,11,52,64
1,0,3,0,53,15,5,38
3,2,3,2,14,10,1,3
1,3,0,4,3,0,3,1
1,2,0,2,4,1,3,2
3,1,1,4,15,9,2,5
3,1,3,3,38,13,12,26
0,0,0,4,25,8,17,16
4,1,1,1,12,9,3,2
3,0,0,4,18,14,3,3
4,4,0,4,0,1,1,0
2,1,0,0,10,1,0,7
1,3,2,1,7,2,3,4
2,1,2,2,10,0,1,8
4,3,0,0,3,2,0,0
0,2,4,2,25,1,8,24
4,3,2,2,16,18,1,0
0,4,3,1,8,2,3,7
0,1,1,2,29,3,2,25
3,3,4,0,16,6,4,10
4,1,1,4,15,11,4,4
4,0,4,2,76,60,8,16
4,2,1,2,21,12,4,6
0,0,0,0,7,2,2,5
3,1,0,0,11,4,0,7
1,4,1,1,14,2,3,13
4,2,3,3,41,33,3,8
2,1,2,4,8,3,4,5
3,0,1,0,28,7,3,21
4,1,3,4,36,26,11,10
0,1,1,2,26,5,8,19
2,2,4,4,24,4,16,20
0,1,0,4,6,1,3,4
0,0,2,1,51,12,9,37
0,3,3,4,20,6,12,14
4,0,1,0,34,37,0,1
1,2,1,0,10,0,1,11
2,4,1,4,6,1,8,5
2,1,1,4,24,8,12,15
0,4,2,2,15,1,3,13
1,1,0,2,0,1,1,1
1,0,2,0,46,7,6,38
0,3,2,2,13,1,6,12
4,2,2,3,15,9,0,7
3,3,3,3,17,12,1,3
0,0,0,1,16,4,3,11
1,2,1,4,14,7,7,6
4,1,2,0,29,26,1,2
0,0,1,3,20,7,4,13
0,4,3,4,16,2,12,15
1,4,0,2,2,1,0,1
2,4,0,0,4,1,1,2
3,1,4,0,42,20,4,23
1,3,2,3,10,3,5,8
4,0,3,0,36,24,4,12
3,4,3,1,8,5,1,2
0,4,4,1,16,3,4,13
1,1,4,0,34,9,3,25
2,3,4,3,31,18,3,13
0,0,2,2,52,0,14,51
0,2,0,3,3,1,3,0
4,3,1,0,6,8,0,0
3,1,0,2,1,0,4,1
0,3,4,4,12,3,4,8
3,4,1,0,3,2,1,1
4,0,0,3,21,16,1,6
0,1,0,1,5,1,1,3
3,1,4,1,35,15,2,21
2,2,0,0,2,1,1,2
4,0,3,0,52,34,0,17
3,1,4,4,38,8,22,27
1,2,1,4,14,5,6,9
4,1,0,4,0,1,3,2
3,0,3,1,64,29,9,35
3,2,2,0,13,5,2,9
0,1,1,2,12,2,1,10
4,4,1,3,9,10,4,1
2,4,3,0,14,2,5,13
2,4,3,1,17,0,2,16
3,4,4,0,13,2,7,12
1,1,4,1,29,6,6,22
3,1,0,4,8,4,3,2
3,0,2,2,47,30,6,16
0,0,3,3,51,10,19,41
1,1,3,2,38,9,6,28
4,0,1,0,28,24,1,4
3,0,1,3,37,16,4,20
3,0,3,4,55,27,19,27
0,3,1,0,6,1,1,4
0,2,4,2,11,2,0,7
0,3,3,2,1,0,1,2
4,4,3,2,11,9,3,1
2,4,0,2,2,0,2,2
2,0,3,2,70,24,15,47
3,3,1,3,5,3,1,1
2,1,0,0,9,5,1,4
0,1,2,2,26,5,4,19
4,1,3,0,36,25,4,11
1,4,2,3,0,0,3,1
2,3,0,0,5,2,1,2
1,4,1,1,0,0,0,1
1,3,0,1,4,1,1,1
2,1,1,1,30,6,4,24
4,2,2,0,18,17,1,1
0,1,1,1,25,5,5,20
4,0,0,2,3,4,2,0
1,0,0,1,6,1,2,5
2,1,2,2,51,18,10,35
0,4,4,0,14,4,2,10
3,4,3,2,24,15,2,8
4,1,3,4,38,33,1,5
2,1,1,1,20,5,5,15
0,3,4,3,35,1,17,34
2,1,4,2,37,14,3,22
4,4,2,3,9,2,4,5
1,4,0,4,3,1,2,0
2,2,0,4,4,1,2,1
4,1,1,3,8,7,1,1
3,1,0,0,6,2,2,3
1,2,4,3,42,10,13,31
4,2,1,3,13,10,2,2
1,1,1,4,11,1,9,10
3,0,0,1,17,8,1,9
3,1,2,4,17,8,7,10
1,2,2,0,16,5,3,11
0,1,2,4,35,6,27,28
1,3,2,2,20,7,7,13
0,0,0,2,7,1,3,5
1,1,4,4,31,9,18,23
3,2,2,2,15,6,5,10
1,4,2,3,12,3,7,8
3,2,4,0,32,1,4,31
1,0,4,1,63,9,14,53
2,4,3,0,10,2,2,7
1,0,4,0,59,5,7,52
0,4,0,0,1,0,1,3
1,1,4,0,46,22,2,24
0,1,3,0,12,1,4,10
4,4,3,3,20,23,2,1
1,3,3,2,11,2,2,7
3,2,1,4,20,5,14,14
2,2,3,2,25,8,9,17
4,0,4,1,52,43,5,8
3,4,3,0,15,7,1,6
3,0,3,4,51,19,29,32
3,2,0,3,4,2,2,2
3,0,1,1,30,17,5,13
0,4,4,3,17,2,6,14
4,0,0,4,14,3,5,9
3,4,3,1,7,4,4,2
3,4,2,4,2,1,1,0
2,0,2,4,55,17,32,37
2,2,3,0,37,12,5,23
0,1,4,2,29,7,9,23
2,2,3,1,25,9,4,16
0,4,4,1,12,2,5,10
0,0,1,4,15,4,4,10
0,4,4,3,7,1,2,5
3,3,4,1,10,5,4,5
0,0,2,2,49,9,15,39
2,3,2,2,12,5,3,7
4,0,0,1,9,13,5,0
2,4,1,4,5,1,3,5
0,4,2,1,6,1,3,4
2,4,1,2,7,1,2,7
3,4,1,2,2,0,5,1
1,0,2,1,46,9,8,36
2,4,3,2,10,5,0,5
4,4,0,0,1,1,3,2
2,3,1,1,13,7,1,6
1,0,3,0,55,0,10,55
4,2,2,3,13,15,2,0
4,0,0,1,3,2,0,2
3,1,1,2,8,4,0,3
4,2,4,0,20,20,1,0
4,4,4,3,19,9,3,8
0,3,2,0,4,0,0,4
4,1,1,1,17,11,0,6
1,3,2,2,8,1,1,6
2,3,0,3,0,0,0,2
0,1,3,1,30,6,6,24
2,0,0,4,9,3,3,4
3,2,0,0,8,2,1,6
2,2,1,1,3,1,1,1
2,2,2,1,3,0,0,2
2,2,1,0,17,2,4,14
1,0,3,2,47,16,9,30
4,3,0,0,2,4,2,1
2,1,2,1,19,2,0,16
1,2,0,1,6,0,4,4
3,3,1,0,13,5,2,7
3,3,4,1,34,16,8,18
0,4,4,2,25,6,5,19
3,2,4,2,36,8,10,28
1,4,4,3,20,3,1,15
1,4,4,0,7,2,2,4
3,4,4,4,12,5,5,6
0,4,1,2,8,2,1,6
4,1,0,3,12,16,2,1
1,4,4,3,12,4,5,8
1,4,4,1,14,4,6,10
2,4,0,3,5,0,4,3
2,2,1,3,1,1,0,2
2,0,2,0,41,11,5,32
0,3,2,1,13,1,3,11
4,0,0,4,19,17,3,2
0,4,3,1,7,1,2,6
1,1,1,0,37,13,3,25
3,3,2,0,10,7,2,1
2,1,0,2,1,1,3,0
0,2,4,1,43,8,5,35
4,4,2,0,4,4,1,0
1,1,3,2,32,4,5,26
2,1,4,0,29,4,7,24
4,2,0,1,1,2,1,1
3,1,0,0,7,0,1,5
4,2,3,2,6,3,2,4
4,4,1,0,9,6,0,2
1,2,2,3,26,7,6,17
1,2,0,1,4,1,0,4
0,3,3,0,15,3,1,12
1,4,0,1,4,1,0,2
3,1,2,2,22,11,0,11
3,3,1,4,9,7,2,3
1,1,0,2,5,2,1,2
4,3,3,1,8,5,4,4
0,3,3,0,20,3,5,17
0,3,3,3,3,1,1,1
1,1,4,3,44,9,16,36
4,2,3,3,14,6,3,5
4,0,3,2,43,40,3,1
2,0,2,2,49,15,11,33
2,4,3,4,6,2,4,4
1,1,3,2,28,8,3,19
1,2,2,1,22,5,4,16
0,2,4,0,41,9,7,32
4,0,2,0,30,19,1,11
2,2,1,3,11,4,2,5
0,3,1,4,13,1,8,13
3,4,0,4,1,1,1,1
1,2,4,2,30,9,8,21
1,0,2,2,44,6,14,39
1,3,3,3,11,2,4,8
0,1,1,1,18,3,2,13
0,4,2,1,8,2,0,7
1,2,1,3,9,0,2,9
3,1,0,3,5,1,2,4
1,4,4,2,19,2,7,16
3,4,3,2,10,3,1,7
4,1,3,2,53,42,2,10
2,1,3,2,36,5,14,32
1,2,4,2,18,6,3,11
0,0,3,2,67,10,15,56
4,3,4,3,20,24,2,0
2,4,2,4,14,8,6,7
2,1,2,3,11,6,1,3
0,2,3,0,23,6,5,15
4,2,4,4,21,15,3,5
2,1,0,4,11,2,4,8
3,2,3,1,35,16,2,20
3,2,0,1,5,2,1,2
2,0,2,1,39,11,6,27
3,3,4,4,20,13,7,9
4,0,4,1,73,64,4,9
1,2,4,0,20,9,3,10
3,0,4,3,72,30,18,42
4,1,0,3,10,11,3,0
2,1,3,0,13,3,0,10
1,1,0,4,2,1,0,0
1,3,2,0,12,4,3,8
1,4,2,3,5,0,4,5
2,0,2,1,44,16,1,25
1,2,2,2,29,6,6,22
0,3,1,1,10,2,1,8
0,0,4,4,93,16,65,77
0,1,3,2,24,4,4,18
4,0,2,0,58,53,4,5
0,1,4,2,42,10,12,33
0,3,1,0,11,2,1,7
0,4,1,1,12,3,2,10
3,4,0,2,3,2,0,0
3,2,4,1,15,0,3,16
3,3,0,3,4,1,2,3
4,3,4,4,1,1,0,0
3,0,4,0,65,26,5,37
2,4,3,2,5,1,3,3
1,4,4,2,33,7,7,25
1,1,3,1,16,4,5,12
2,1,4,2,35,7,14,27
3,1,3,3,33,16,9,19
2,4,3,4,12,1,3,9
2,3,3,4,15,1,10,13
4,3,1,1,6,0,1,7
1,3,0,2,7,1,5,5
2,3,0,4,4,0,4,4
2,3,0,0,0,0,0,1
1,3,0,4,2,1,0,1
4,0,3,3,68,62,2,6
2,3,0,2,0,1,4,2
2,3,0,4,1,1,2,1
0,4,1,2,4,1,2,3
1,0,4,1,76,19,13,57
4,4,1,3,9,7,5,2
0,0,0,1,5,0,2,2
4,1,4,2,24,8,5,17
1,3,4,0,20,2,4,19
3,3,2,4,20,9,8,12
2,1,4,3,43,9,15,35
4,0,1,4,39,36,2,3
0,2,1,3,16,1,8,15
2,1,1,2,22,6,4,16
3,2,3,4,7,1,3,4
2,0,0,0,17,5,0,14
2,1,3,1,15,5,3,11
0,3,1,0,10,3,1,7
1,3,3,3,15,5,2,10
3,2,3,3,21,9,6,10
1,3,1,0,6,1,1,5
2,2,2,2,1,1,2,1
0,0,0,1,14,1,2,13
0,0,1,2,34,8,4,26
4,4,3,3,10,10,2,1
4,2,1,4,6,5,1,1
4,4,0,2,4,3,1,0
3,4,4,4,11,2,4,7
2,3,2,4,14,5,9,10
0,2,3,0,35,7,3,27
3,1,0,2,9,5,1,1
3,0,2,1,43,10,6,33
4,0,0,0,15,19,0,0
2,2,1,0,12,2,5,10
1,3,3,0,22,7,4,14
4,3,3,3,17,15,0,1
1,1,0,4,4,0,0,4
4,1,1,1,10,8,1,0
1,2,2,0,14,1,4,13
4,2,0,1,3,3,3,0
3,1,2,0,26,18,2,7
0,4,0,2,3,1,3,2
4,3,3,0,13,17,1,0
4,2,2,0,19,19,5,0
4,4,2,3,3,2,3,1
3,4,4,2,17,1,1,13
4,0,1,0,33,27,3,4
2,3,3,0,7,1,3,5
0,4,2,4,5,1,1,3
1,1,4,4,46,5,33,41
2,1,0,1,3,1,2,2
2,3,2,2,8,2,1,6
1,3,1,0,4,2,1,1
1,2,4,4,27,7,19,20
0,2,1,3,20,5,4,15
3,1,0,3,12,4,1,8
2,0,2,2,48,13,11,35
1,1,3,2,23,8,4,13
4,3,0,2,3,2,2,1
2,2,4,3,14,6,3,7
2,0,4,2,72,19,18,53
4,1,4,4,46,46,1,0
1,1,2,1,31,12,6,18
2,4,0,1,2,1,0,1
2,1,1,4,24,8,19,17
2,1,0,3,9,5,0,4
2,4,4,1,6,1,4,3
3,3,2,1,11,4,1,5
2,1,4,3,25,9,5,15
2,3,3,0,25,6,1,18
1,0,4,2,80,27,19,52
4,1,2,0,33,26,3,7
1,0,4,3,83,21,30,60
1,4,1,0,5,1,1,3
1,2,1,0,5,0,3,4
2,3,3,1,12,3,2,10
0,4,4,3,8,1,3,7
3,4,3,3,13,5,3,7
4,4,3,3,7,8,1,2
0,2,4,3,25,1,13,24
2,4,3,2,11,3,0,7
0,1,1,2,36,8,3,25
0,0,1,4,24,2,19,20
4,4,4,2,12,12,3,1
4,0,1,2,14,14,1,2
3,2,1,3,5,2,1,1
4,4,2,1,1,1,2,0
3,1,4,4,39,15,21,23
0,1,4,4,35,10,19,23
3,0,4,2,74,26,14,48
4,1,0,3,19,15,1,2
0,2,4,4,15,3,11,14
0,2,2,1,11,1,4,10
1,0,1,2,26,6,6,19
2,4,0,0,0,1,1,1
4,0,3,1,67,55,2,11
2,4,1,0,2,1,1,4
4,2,1,0,8,7,1,1
1,3,0,0,5,2,1,4
2,2,3,3,37,9,12,27
4,4,1,4,5,4,0,0
2,3,3,0,8,3,3,5
4,1,1,3,20,23,1,0
1,1,4,2,26,3,4,23
4,0,3,1,79,74,0,4
3,1,3,4,22,11,10,11
4,4,4,3,15,20,3,1
1,1,3,3,42,13,10,28
3,3,3,2,21,13,3,8
0,3,3,2,7,1,1,6
0,3,3,3,11,2,3,10
1,1,3,0,30,8,2,23
4,3,0,1,3,0,0,3
3,4,1,2,8,0,1,8
1,3,0,0,2,1,0,1
4,3,2,2,5,3,0,0
0,3,0,1,3,1,2,3
2,3,0,2,5,1,1,4
0,2,0,1,5,1,3,2
3,2,4,4,37,9,25,28
3,1,3,2,24,9,5,15
3,4,0,2,5,3,4,0
4,0,3,1,57,50,0,8
3,0,2,4,51,24,24,26
2,2,1,3,7,3,4,3
4,2,2,3,27,25,0,0
2,2,1,0,3,0,1,3
0,0,4,4,72,14,47,57
1,0,1,1,36,10,9,25
3,0,3,1,53,26,4,26
3,4,3,3,13,4,3,9
1,0,1,2,30,6,10,25
2,0,3,4,55,18,31,37
